steps,currentTime,done,speed,reward,gap,world_position_y,world_position_x,RPM,steerAngle,brakeStatus,accStatus,actualGear,packetId,velocity_x,velocity_y,velocity_z,yaw,roll,angular_velocity_y,angular_velocity_x,LapCount,LapDist,going_backwards,current_action_abs_0,current_action_abs_1,current_action_abs_2,actions_0,actions_1,actions_2,rl_point,out_of_track
72,3947.469,0,13.730417251586914,0.1160975098382199,-3.5445024203614985,-1.0541990995407104,870.1212158203125,6153.97119140625,0.0,0.0,1.0,2,257011,-7.331340312957764,0.11854127049446106,11.62225341796875,-0.5607216954231262,-0.04983706399798393,-0.008190976455807686,-0.0053747850470244884,0,5149.825960113318,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3353,0.0
73,3947.523,0,13.935471534729004,0.11478624072747964,-3.7630171005396247,-1.453308343887329,870.753662109375,6242.4111328125,4.031999588012695,0.0,1.0,2,257015,-7.447605609893799,0.12937293946743011,11.790979385375977,-0.5611163973808289,-0.049644358456134796,-0.010369031690061092,-0.0073286546394228935,0,5150.507640556607,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3353,0.0
74,3947.586,0,14.170546531677246,0.11293543176716236,-4.03026986187842,-1.9269580841064453,871.5028686523438,6346.22802734375,0.0,0.0,1.0,2,257019,-7.578116416931152,0.13871930539608002,11.98643684387207,-0.5619213581085205,-0.0491192601621151,-0.008822106756269932,-0.013253819197416306,0,5151.325931682892,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3354,0.0
75,3947.64,0,14.371782302856445,0.11111274166514508,-4.268687395643266,-2.3393192291259766,872.1549682617188,6430.931640625,4.031999588012695,0.0,1.0,2,257023,-7.6917829513549805,0.1535501778125763,12.152400016784668,-0.5623300075531006,-0.048732854425907135,-0.009459206834435463,-0.01692448928952217,0,5152.020312114299,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3354,0.0
76,3947.7,0,14.593103408813477,0.10879996762627102,-4.544425638719076,-2.8048441410064697,872.8897705078125,6524.2392578125,0.0,0.0,1.0,2,257027,-7.8154072761535645,0.16730529069900513,12.335768699645996,-0.5630967617034912,-0.04786122217774391,-0.009428919292986393,-0.014306019991636276,0,5152.801533004997,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3355,0.0
77,3947.754,0,14.790424346923828,0.10644957252604897,-4.802804704640622,-3.2299766540527344,873.5606079101562,6604.33642578125,4.031999588012695,0.0,1.0,2,257031,-7.927386283874512,0.17364080250263214,12.498271942138672,-0.5635101199150085,-0.04775872826576233,-0.009071179665625095,-0.005553856026381254,0,5153.495226950559,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3355,0.0
78,3947.817,0,15.017131805419922,0.10336984348431903,-5.116538842190143,-3.733806610107422,874.3541259765625,6693.41162109375,0.0,0.0,1.0,2,257035,-8.056078910827637,0.18296274542808533,12.684615135192871,-0.5642433166503906,-0.04745659604668617,-0.00911625660955906,0.006085036788135767,0,5154.327934279572,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3356,0.0
79,3947.874,0,15.214899063110352,0.10024616672073383,-5.411315690960575,-4.196333408355713,875.0820922851562,6775.6669921875,4.031999588012695,0.0,1.0,2,257039,-8.170215606689453,0.19294008612632751,12.845771789550781,-0.564619779586792,-0.04754399508237839,-0.009256049990653992,0.004059548489749432,0,5155.125287587609,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3356,0.0
80,3947.925,0,15.385368347167969,0.09716250609502049,-5.684746188549624,-4.615787982940674,875.7409057617188,6851.3017578125,0.0,0.0,1.0,2,257043,-8.26924991607666,0.1960403174161911,12.984590530395508,-0.565254271030426,-0.04730483889579773,-0.010980721563100815,-0.006668725982308388,0,5155.79907344369,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3357,0.0
81,3947.988,0,15.596352577209473,0.09305121698273931,-6.033783442501003,-5.140755653381348,876.5646362304688,6935.02197265625,4.031999588012695,0.0,1.0,2,257047,-8.394696235656738,0.20557327568531036,13.154715538024902,-0.565928041934967,-0.04742833971977234,-0.014280814677476883,-0.01148987840861082,0,5156.650659133418,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3357,0.0
82,3948.054,0,15.814858436584473,0.08831801550262963,-6.41550388473135,-5.699267387390137,877.43896484375,7017.7607421875,0.0,0.0,1.0,2,257051,-8.518909454345703,0.21919645369052887,13.33407974243164,-0.5670100450515747,-0.04667625576257706,-0.012618020176887512,-0.0021450661588460207,0,5157.524898856005,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3358,0.0
83,3948.093,0,15.940208435058594,0.08532847460755454,-6.646966195254717,-6.032963275909424,877.961181640625,7069.2509765625,4.031999588012695,0.0,1.0,2,257055,-8.590411186218262,0.22484548389911652,13.436890602111816,-0.5674181580543518,-0.04615943878889084,-0.011524692177772522,0.0017836145125329494,0,5158.05211998435,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3358,0.0
84,3948.135,0,16.07320213317871,0.08195184962168274,-6.90133646409413,-6.3956298828125,878.5278930664062,7126.1767578125,0.0,0.0,1.0,2,257059,-8.671489715576172,0.23228226602077484,13.542540550231934,-0.5680650472640991,-0.045142848044633865,-0.016654901206493378,0.00206389301456511,0,5158.651078883413,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3359,0.0
85,3948.174,0,16.141895294189453,0.07834622686841271,-7.146404716389484,-6.734911918640137,879.0576782226562,7055.00048828125,4.031999588012695,0.0,0.0,1,257063,-8.705209732055664,0.23697341978549957,13.587220191955566,-0.5686174631118774,-0.04429613798856735,-0.015331974253058434,0.020934196189045906,0,5159.189283785265,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3359,0.0
86,3948.213,0,16.129091262817383,0.07433626932270872,-7.391168162457042,-7.074554920196533,879.5873413085938,6880.44091796875,0.0,0.0,0.0,1,257067,-8.70932674407959,0.23202823102474213,13.572559356689453,-0.5692968964576721,-0.043393488973379135,-0.020427610725164413,0.04952698200941086,0,5159.723026529129,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3359,0.0
87,3948.255,0,16.11350440979004,0.0699385623570977,-7.659630544761863,-7.440205097198486,880.1570434570312,6697.94189453125,4.031999588012695,0.0,0.0,1,257071,-8.705253601074219,0.22385859489440918,13.556417465209961,-0.5699325799942017,-0.04248037561774254,-0.017754143103957176,0.06093413755297661,0,5160.312717869296,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3360,0.0
88,3948.294,0,16.098556518554688,0.06578376736920291,-7.913685348535279,-7.7798051834106445,880.685302734375,6533.4267578125,0.0,0.0,0.0,1,257075,-8.708681106567383,0.22084714472293854,13.536469459533691,-0.5706513524055481,-0.041554197669029236,-0.022060981020331383,0.062054555863142014,0,5160.821060636925,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3360,0.0
89,3948.333,0,16.083364486694336,0.06164443125238961,-8.167193045746886,-8.119380950927734,881.212890625,6373.53955078125,4.031999588012695,0.0,0.0,1,257079,-8.707884788513184,0.22689220309257507,13.518810272216797,-0.5712903738021851,-0.041136227548122406,-0.01876797154545784,0.06142594665288925,0,5161.3524006803345,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3360,0.0
90,3948.375,0,16.06686019897461,0.057098247904109674,-8.446209950357712,-8.485275268554688,881.7801513671875,6206.38037109375,0.0,0.0,0.0,1,257083,-8.7135009765625,0.23064547777175903,13.495445251464844,-0.5720954537391663,-0.040768057107925415,-0.02169899269938469,0.05003613978624344,0,5161.886486667121,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3361,0.0
91,3948.414,0,16.05132484436035,0.052823398332868754,-8.70909418100598,-8.825067520141602,882.3060913085938,6055.6943359375,4.031999588012695,0.0,0.0,1,257087,-8.714188575744629,0.2415728121995926,13.476306915283203,-0.5727323293685913,-0.04084611311554909,-0.01761591248214245,0.04162639006972313,0,5162.440823986311,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3361,0.0
92,3948.453,0,16.03513526916504,0.04856920309433595,-8.971076184949142,-9.16510009765625,882.8311157226562,5909.2470703125,0.0,0.0,0.0,1,257091,-8.721117973327637,0.2556132376194,13.45222282409668,-0.5734802484512329,-0.040943656116724014,-0.021443257108330727,0.025784529745578766,0,5162.932004607836,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3361,0.0
93,3948.495,0,16.177433013916016,0.04429122073033658,-9.262160152835326,-9.533143997192383,883.3985595703125,5060.42724609375,4.031999588012695,0.0,1.0,3,257095,-8.814814567565918,0.28491613268852234,13.578500747680664,-0.5741856098175049,-0.04126473516225815,-0.01383342407643795,-0.06167887896299362,0,5163.505220287741,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3362,0.0
94,3948.534,0,16.366657257080078,0.04029386626276395,-9.538051562402385,-9.879480361938477,883.93115234375,4489.9404296875,0.0,0.0,1.0,3,257099,-8.936020851135254,0.3107912242412567,13.724735260009766,-0.5749790668487549,-0.04275347664952278,-0.01672733947634697,-0.13063442707061768,0,5164.015622512903,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3362,0.0
95,3948.573,0,16.503620147705078,0.03604324207562725,-9.816040253408325,-10.229926109313965,884.4686889648438,4396.1435546875,4.031999588012695,0.0,1.0,3,257103,-9.024572372436523,0.31193965673446655,13.824182510375977,-0.5758286118507385,-0.045473963022232056,-0.01677435263991356,-0.1309308111667633,0,5164.517443665012,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3362,0.0
96,3948.615,0,16.612001419067383,0.031120360366181887,-10.12663389671628,-10.610636711120605,885.0512084960938,4399.55810546875,0.0,0.0,1.0,3,257107,-9.095398902893066,0.2940354645252228,13.906347274780273,-0.5768462419509888,-0.04645837843418121,-0.021018769592046738,-0.07862183451652527,0,5165.066289097449,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3363,0.0
97,3948.654,1,16.700742721557617,0.026411371359561786,-10.418551090816488,-10.96645736694336,885.5950927734375,4413.36865234375,4.031999588012695,0.0,1.0,3,257111,-9.147260665893555,0.29014673829078674,13.977839469909668,-0.5776410102844238,-0.04598486050963402,-0.0171761903911829,-0.019114231690764427,0,5165.580123751832,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3363,1.0
